,Unnamed: 0,mea_ddhr,tem_in,hum_in,tem_coil,tem_out,hum_out,cond,loc,time_period,tem_diff,ran
145068,145068,2018-08-28 16:00,28.28,80.59,26.39,28.16,76.34,0.0,3,2018-08-28 16:00:00,1.8900000000000008,True
145069,145069,2018-08-28 16:10,28.41,80.13,26.32,28.32,75.34,0.0,3,2018-08-28 16:00:00,2.09,True
145070,145070,2018-08-28 16:20,28.41,79.79,26.47,28.65,76.34,0.0,3,2018-08-28 16:00:00,1.9400000000000013,True
145071,145071,2018-08-28 16:30,28.44,78.36,26.47,28.38,74.6,0.0,3,2018-08-28 16:00:00,1.9700000000000024,True
145072,145072,2018-08-28 16:40,28.28,79.06,26.54,28.01,76.74,0.0,3,2018-08-28 16:00:00,1.740000000000002,True
145073,145073,2018-08-28 16:50,28.28,78.42,26.54,28.01,75.64,0.0,3,2018-08-28 16:00:00,1.740000000000002,True
145074,145074,2018-08-28 17:00,28.28,78.05,26.54,28.04,75.89,0.0,3,2018-08-28 17:00:00,1.740000000000002,True
145075,145075,2018-08-28 17:10,28.28,77.78,26.7,27.98,75.4,0.0,3,2018-08-28 17:00:00,1.5800000000000018,True
145076,145076,2018-08-28 17:20,28.25,77.56,26.62,27.92,75.52,0.0,3,2018-08-28 17:00:00,1.629999999999999,True
145078,145078,2018-08-28 17:40,28.25,77.84,26.51,27.7,75.64,0.0,3,2018-08-28 17:00:00,1.7399999999999984,True
145079,145079,2018-08-28 17:50,28.35,77.38,26.39,27.61,75.92,0.0,3,2018-08-28 17:00:00,1.9600000000000009,True
145080,145080,2018-08-28 18:00,28.38,77.17,26.47,27.58,76.1,0.0,3,2018-08-28 18:00:00,1.91,True
145081,145081,2018-08-28 18:10,28.44,76.77,26.51,27.43,76.37,0.0,3,2018-08-28 18:00:00,1.93,True
145082,145082,2018-08-28 18:20,28.44,76.62,26.35,27.37,76.74,0.0,3,2018-08-28 18:00:00,2.09,True
145083,145083,2018-08-28 18:30,28.44,76.31,26.39,27.25,76.89,0.0,3,2018-08-28 18:00:00,2.0500000000000007,True
145084,145084,2018-08-28 18:40,28.47,76.16,26.43,27.16,76.95,0.0,3,2018-08-28 18:00:00,2.039999999999999,True
145085,145085,2018-08-28 18:50,28.44,75.92,26.39,26.88,78.72,0.0,3,2018-08-28 18:00:00,2.0500000000000007,True
145086,145086,2018-08-28 19:00,28.41,76.25,26.39,26.79,79.06,0.0,3,2018-08-28 19:00:00,2.02,True
145093,145093,2018-08-28 20:10,28.1,77.23,26.39,26.48,81.23,0.0,3,2018-08-28 20:00:00,1.7100000000000009,True
145095,145095,2018-08-28 20:30,28.07,77.72,26.47,26.33,82.39,0.0,3,2018-08-28 20:00:00,1.6000000000000014,True
145096,145096,2018-08-28 20:40,28.01,78.08,26.51,26.21,82.81,0.0,3,2018-08-28 20:00:00,1.5,True
145098,145098,2018-08-28 21:00,27.92,78.6,26.35,26.09,83.7,0.0,3,2018-08-28 21:00:00,1.5700000000000005,True
145099,145099,2018-08-28 21:10,27.86,78.85,26.47,26.03,84.16,0.0,3,2018-08-28 21:00:00,1.3900000000000006,True
145101,145101,2018-08-28 21:30,27.74,79.33,26.43,25.9,84.74,0.0,3,2018-08-28 21:00:00,1.3099999999999987,True
145102,145102,2018-08-28 21:40,27.77,79.24,26.51,25.87,84.58,0.0,3,2018-08-28 21:00:00,1.259999999999998,True
145103,145103,2018-08-28 21:50,27.64,79.7,26.47,25.78,84.8,0.0,3,2018-08-28 21:00:00,1.1700000000000017,True
145104,145104,2018-08-28 22:00,27.7,79.4,26.47,25.6,85.16,0.0,3,2018-08-28 22:00:00,1.2300000000000004,True
145105,145105,2018-08-28 22:10,27.58,79.58,26.39,25.57,85.62,0.0,3,2018-08-28 22:00:00,1.1899999999999975,True
145106,145106,2018-08-28 22:20,27.55,79.73,26.47,25.48,85.71,0.0,3,2018-08-28 22:00:00,1.0800000000000018,True
145108,145108,2018-08-28 22:40,27.43,80.4,26.51,25.35,86.26,0.0,3,2018-08-28 22:00:00,0.9199999999999982,True
145109,145109,2018-08-28 22:50,27.34,80.59,26.39,25.38,86.42,0.0,3,2018-08-28 22:00:00,0.9499999999999992,True
145110,145110,2018-08-28 23:00,27.31,80.77,26.32,25.32,86.45,0.0,3,2018-08-28 23:00:00,0.9899999999999984,True
145111,145111,2018-08-28 23:10,27.34,80.68,26.43,25.23,86.69,0.0,3,2018-08-28 23:00:00,0.91,True
145112,145112,2018-08-28 23:20,27.31,80.59,26.28,25.17,86.81,0.0,3,2018-08-28 23:00:00,1.0299999999999976,True
145114,145114,2018-08-28 23:40,27.16,80.86,26.32,25.05,86.81,0.0,3,2018-08-28 23:00:00,0.8399999999999999,True
150656,150656,2018-10-06 11:20,19.89,82.78,19.56,18.15,88.31,0.0,3,2018-10-06 11:00:00,0.33000000000000185,True
150657,150657,2018-10-06 11:30,19.92,82.94,19.52,18.3,87.7,0.0,3,2018-10-06 11:00:00,0.4000000000000021,True
150658,150658,2018-10-06 11:40,20.01,83.27,19.68,18.52,87.12,0.0,3,2018-10-06 11:00:00,0.33000000000000185,True
150659,150659,2018-10-06 11:50,20.07,82.91,19.6,18.33,86.63,0.0,3,2018-10-06 11:00:00,0.4699999999999989,True
150660,150660,2018-10-06 12:00,20.13,82.08,19.52,18.49,85.53,0.0,3,2018-10-06 12:00:00,0.6099999999999994,True
150661,150661,2018-10-06 12:10,20.23,82.17,19.52,18.88,84.19,0.0,3,2018-10-06 12:00:00,0.7100000000000009,True
150662,150662,2018-10-06 12:20,20.26,82.02,19.64,18.82,83.39,0.0,3,2018-10-06 12:00:00,0.620000000000001,True
150663,150663,2018-10-06 12:30,20.26,81.5,19.56,18.91,82.42,0.0,3,2018-10-06 12:00:00,0.7000000000000028,True
155122,155122,2018-11-06 11:40,14.27,78.45,12.88,13.6,76.28,0.0,3,2018-11-06 11:00:00,1.3899999999999988,True
155123,155123,2018-11-06 11:50,14.3,79.15,12.96,13.66,76.5,0.0,3,2018-11-06 11:00:00,1.34,True
155124,155124,2018-11-06 12:00,14.43,78.48,13.0,14.03,76.43,0.0,3,2018-11-06 12:00:00,1.4299999999999995,True
155125,155125,2018-11-06 12:10,14.61,78.48,12.96,14.73,75.46,0.0,3,2018-11-06 12:00:00,1.6499999999999986,True
155126,155126,2018-11-06 12:20,14.82,76.74,12.96,14.52,73.05,0.0,3,2018-11-06 12:00:00,1.8599999999999997,True
155127,155127,2018-11-06 12:30,14.76,77.75,13.08,14.15,74.88,0.0,3,2018-11-06 12:00:00,1.6799999999999995,True
155128,155128,2018-11-06 12:40,14.73,77.87,13.08,13.6,75.98,0.0,3,2018-11-06 12:00:00,1.6500000000000004,True
155129,155129,2018-11-06 12:50,14.7,77.81,13.04,13.48,77.2,0.0,3,2018-11-06 12:00:00,1.66,True
155130,155130,2018-11-06 13:00,14.7,77.75,13.04,13.48,77.47,0.0,3,2018-11-06 13:00:00,1.66,True
155131,155131,2018-11-06 13:10,14.79,77.59,13.15,13.63,77.5,0.0,3,2018-11-06 13:00:00,1.6399999999999988,True
155132,155132,2018-11-06 13:20,14.88,77.56,13.04,13.82,77.72,0.0,3,2018-11-06 13:00:00,1.8400000000000016,True
155133,155133,2018-11-06 13:30,14.95,77.44,13.15,14.15,76.56,0.0,3,2018-11-06 13:00:00,1.7999999999999992,True
155134,155134,2018-11-06 13:40,15.04,77.17,13.08,14.06,76.74,0.0,3,2018-11-06 13:00:00,1.959999999999999,True
155135,155135,2018-11-06 13:50,15.19,76.65,13.15,14.4,75.24,0.0,3,2018-11-06 13:00:00,2.039999999999999,True
155136,155136,2018-11-06 14:00,15.22,76.22,13.15,14.37,75.06,0.0,3,2018-11-06 14:00:00,2.0700000000000003,True
155137,155137,2018-11-06 14:10,15.31,75.7,13.19,14.52,74.97,0.0,3,2018-11-06 14:00:00,2.120000000000001,True
155138,155138,2018-11-06 14:20,15.31,76.16,13.27,14.49,75.34,0.0,3,2018-11-06 14:00:00,2.040000000000001,True
155139,155139,2018-11-06 14:30,15.4,75.98,13.15,14.52,75.34,0.0,3,2018-11-06 14:00:00,2.25,True
155140,155140,2018-11-06 14:40,15.46,75.98,13.19,14.46,74.73,0.0,3,2018-11-06 14:00:00,2.2700000000000014,True
155141,155141,2018-11-06 14:50,15.49,75.37,13.27,14.55,74.54,0.0,3,2018-11-06 14:00:00,2.2200000000000006,True
155386,155386,2018-11-08 7:40,15.34,80.83,14.53,13.21,85.65,0.0,3,2018-11-08 07:00:00,0.8100000000000005,True
155391,155391,2018-11-08 8:30,15.25,82.3,14.64,13.14,87.15,0.0,3,2018-11-08 08:00:00,0.6099999999999994,True
155392,155392,2018-11-08 8:40,15.25,81.96,14.64,13.11,86.94,0.0,3,2018-11-08 08:00:00,0.6099999999999994,True
155393,155393,2018-11-08 8:50,15.28,82.42,14.68,13.48,87.3,0.0,3,2018-11-08 08:00:00,0.5999999999999996,True
155394,155394,2018-11-08 9:00,15.34,82.23,14.75,13.27,86.6,0.0,3,2018-11-08 09:00:00,0.5899999999999999,True
155395,155395,2018-11-08 9:10,15.28,82.33,14.68,13.45,86.69,0.0,3,2018-11-08 09:00:00,0.5999999999999996,True
155396,155396,2018-11-08 9:20,15.28,81.96,14.68,13.33,86.29,0.0,3,2018-11-08 09:00:00,0.5999999999999996,True
155397,155397,2018-11-08 9:30,15.28,82.51,14.6,13.39,86.36,0.0,3,2018-11-08 09:00:00,0.6799999999999997,True
155398,155398,2018-11-08 9:40,15.25,81.81,14.64,13.24,85.9,0.0,3,2018-11-08 09:00:00,0.6099999999999994,True
155400,155400,2018-11-08 10:00,15.34,81.38,14.64,13.36,86.17,0.0,3,2018-11-08 10:00:00,0.6999999999999993,True
155401,155401,2018-11-08 10:10,15.31,81.93,14.6,13.33,86.66,0.0,3,2018-11-08 10:00:00,0.7100000000000009,True
155402,155402,2018-11-08 10:20,15.25,82.3,14.75,13.39,87.18,0.0,3,2018-11-08 10:00:00,0.5,True
155403,155403,2018-11-08 10:30,15.22,82.69,14.6,13.21,87.48,0.0,3,2018-11-08 10:00:00,0.620000000000001,True
155404,155404,2018-11-08 10:40,15.1,82.54,14.68,13.33,87.73,0.0,3,2018-11-08 10:00:00,0.4199999999999999,True
155405,155405,2018-11-08 10:50,15.1,83.12,14.72,13.27,87.94,0.0,3,2018-11-08 10:00:00,0.37999999999999895,True
155406,155406,2018-11-08 11:00,15.19,83.52,14.6,13.21,88.31,0.0,3,2018-11-08 11:00:00,0.5899999999999999,True
155407,155407,2018-11-08 11:10,15.19,83.39,14.72,13.17,88.16,0.0,3,2018-11-08 11:00:00,0.4699999999999989,True
155408,155408,2018-11-08 11:20,15.22,82.23,14.64,13.14,87.97,0.0,3,2018-11-08 11:00:00,0.5800000000000001,True
155409,155409,2018-11-08 11:30,15.22,82.84,14.6,13.24,88.4,0.0,3,2018-11-08 11:00:00,0.620000000000001,True
155410,155410,2018-11-08 11:40,15.16,83.79,14.56,13.39,88.92,0.0,3,2018-11-08 11:00:00,0.5999999999999996,True
155411,155411,2018-11-08 11:50,15.22,84.16,14.64,13.27,89.04,0.0,3,2018-11-08 11:00:00,0.5800000000000001,True
155412,155412,2018-11-08 12:00,15.22,84.34,14.64,13.27,89.26,0.0,3,2018-11-08 12:00:00,0.5800000000000001,True
155413,155413,2018-11-08 12:10,15.22,83.12,14.6,13.24,89.29,0.0,3,2018-11-08 12:00:00,0.620000000000001,True
155414,155414,2018-11-08 12:20,15.25,83.73,14.64,13.36,89.1,0.0,3,2018-11-08 12:00:00,0.6099999999999994,True
155415,155415,2018-11-08 12:30,15.22,83.76,14.72,13.45,88.86,0.0,3,2018-11-08 12:00:00,0.5,True
155416,155416,2018-11-08 12:40,15.28,83.82,14.72,13.51,88.71,0.0,3,2018-11-08 12:00:00,0.5599999999999987,True
155417,155417,2018-11-08 12:50,15.25,84.0,14.64,13.51,88.71,0.0,3,2018-11-08 12:00:00,0.6099999999999994,True
155418,155418,2018-11-08 13:00,15.28,84.0,14.79,13.51,88.74,0.0,3,2018-11-08 13:00:00,0.4900000000000002,True
155419,155419,2018-11-08 13:10,15.22,84.49,14.6,13.54,88.8,0.0,3,2018-11-08 13:00:00,0.620000000000001,True
155420,155420,2018-11-08 13:20,15.31,84.28,14.72,13.6,89.01,0.0,3,2018-11-08 13:00:00,0.5899999999999999,True
155421,155421,2018-11-08 13:30,15.4,84.13,14.68,13.66,88.83,0.0,3,2018-11-08 13:00:00,0.7200000000000006,True
155422,155422,2018-11-08 13:40,15.43,84.16,14.64,13.66,88.49,0.0,3,2018-11-08 13:00:00,0.7899999999999991,True
155423,155423,2018-11-08 13:50,15.43,84.28,14.68,13.66,88.61,0.0,3,2018-11-08 13:00:00,0.75,True
155424,155424,2018-11-08 14:00,15.43,84.25,14.72,13.82,88.71,0.0,3,2018-11-08 14:00:00,0.7099999999999991,True
155425,155425,2018-11-08 14:10,15.49,84.62,14.72,14.09,88.8,0.0,3,2018-11-08 14:00:00,0.7699999999999996,True
155426,155426,2018-11-08 14:20,15.56,85.2,14.72,14.21,88.89,0.0,3,2018-11-08 14:00:00,0.8399999999999999,True
155427,155427,2018-11-08 14:30,15.56,85.44,14.75,14.27,89.04,0.0,3,2018-11-08 14:00:00,0.8100000000000005,True
155428,155428,2018-11-08 14:40,15.62,85.5,14.68,14.37,88.83,0.0,3,2018-11-08 14:00:00,0.9399999999999996,True
155429,155429,2018-11-08 14:50,15.71,85.68,14.72,14.37,88.61,0.0,3,2018-11-08 14:00:00,0.9900000000000002,True
155430,155430,2018-11-08 15:00,15.74,85.62,14.72,14.58,88.46,0.0,3,2018-11-08 15:00:00,1.0199999999999996,True
155431,155431,2018-11-08 15:10,15.77,85.78,14.79,14.64,88.1,0.0,3,2018-11-08 15:00:00,0.9800000000000004,True
155432,155432,2018-11-08 15:20,15.8,86.05,14.75,14.61,88.0,0.0,3,2018-11-08 15:00:00,1.0500000000000007,True
155433,155433,2018-11-08 15:30,15.86,86.11,14.75,14.67,88.22,0.0,3,2018-11-08 15:00:00,1.1099999999999994,True
155434,155434,2018-11-08 15:40,15.86,86.23,14.75,14.76,88.49,0.0,3,2018-11-08 15:00:00,1.1099999999999994,True
155435,155435,2018-11-08 15:50,15.89,85.04,14.79,14.67,88.58,0.0,3,2018-11-08 15:00:00,1.1000000000000014,True
155436,155436,2018-11-08 16:00,15.98,85.47,14.72,14.7,88.8,0.0,3,2018-11-08 16:00:00,1.2599999999999998,True
155437,155437,2018-11-08 16:10,15.95,86.57,14.83,14.64,89.13,0.0,3,2018-11-08 16:00:00,1.1199999999999992,True
155438,155438,2018-11-08 16:20,16.01,86.26,14.79,14.64,89.65,0.0,3,2018-11-08 16:00:00,1.2200000000000024,True
155439,155439,2018-11-08 16:30,16.04,86.72,14.91,14.79,90.02,0.0,3,2018-11-08 16:00:00,1.129999999999999,True
155440,155440,2018-11-08 16:40,16.04,86.97,14.79,14.88,90.35,1.0,3,2018-11-08 16:00:00,1.25,True
155441,155441,2018-11-08 16:50,16.14,87.12,14.83,14.88,90.54,1.0,3,2018-11-08 16:00:00,1.3100000000000005,True
155442,155442,2018-11-08 17:00,16.17,87.42,14.75,14.88,90.75,1.0,3,2018-11-08 17:00:00,1.4200000000000017,True
155443,155443,2018-11-08 17:10,16.2,84.74,14.83,14.91,90.93,0.0,3,2018-11-08 17:00:00,1.3699999999999992,True
155444,155444,2018-11-08 17:20,16.17,85.44,14.95,14.98,91.06,0.0,3,2018-11-08 17:00:00,1.2200000000000024,True
155445,155445,2018-11-08 17:30,16.26,86.69,14.87,15.13,91.3,1.0,3,2018-11-08 17:00:00,1.3900000000000023,True
155446,155446,2018-11-08 17:40,16.26,86.23,14.87,15.25,91.51,1.0,3,2018-11-08 17:00:00,1.3900000000000023,True
155447,155447,2018-11-08 17:50,16.35,87.33,14.87,15.46,91.7,1.0,3,2018-11-08 17:00:00,1.4800000000000022,True
155448,155448,2018-11-08 18:00,16.38,87.91,14.83,15.56,91.58,1.0,3,2018-11-08 18:00:00,1.5499999999999992,True
155449,155449,2018-11-08 18:10,16.47,87.33,14.79,15.71,90.81,1.0,3,2018-11-08 18:00:00,1.6799999999999995,True
155450,155450,2018-11-08 18:20,16.53,87.12,14.95,15.77,89.56,1.0,3,2018-11-08 18:00:00,1.5800000000000018,True
155451,155451,2018-11-08 18:30,16.53,86.45,14.98,15.77,88.52,1.0,3,2018-11-08 18:00:00,1.5500000000000007,True
155452,155452,2018-11-08 18:40,16.59,85.96,15.02,15.77,87.64,1.0,3,2018-11-08 18:00:00,1.5700000000000005,True
155453,155453,2018-11-08 18:50,16.65,85.65,14.91,15.77,87.03,1.0,3,2018-11-08 18:00:00,1.7399999999999984,True
155454,155454,2018-11-08 19:00,16.65,86.48,14.98,15.77,87.0,1.0,3,2018-11-08 19:00:00,1.6699999999999982,True
155455,155455,2018-11-08 19:10,16.62,85.96,15.1,15.71,87.27,1.0,3,2018-11-08 19:00:00,1.5200000000000014,True
155456,155456,2018-11-08 19:20,16.75,84.86,15.1,15.74,87.45,1.0,3,2018-11-08 19:00:00,1.6500000000000004,True
155457,155457,2018-11-08 19:30,16.78,84.28,14.91,15.71,87.33,1.0,3,2018-11-08 19:00:00,1.870000000000001,True
155458,155458,2018-11-08 19:40,16.78,85.41,14.98,15.56,86.84,1.0,3,2018-11-08 19:00:00,1.8000000000000007,True
155459,155459,2018-11-08 19:50,16.78,86.29,15.17,15.62,86.42,1.0,3,2018-11-08 19:00:00,1.6100000000000012,True
155460,155460,2018-11-08 20:00,16.72,85.04,14.83,15.46,86.39,1.0,3,2018-11-08 20:00:00,1.8899999999999988,True
155461,155461,2018-11-08 20:10,16.75,85.44,15.1,15.25,86.17,1.0,3,2018-11-08 20:00:00,1.6500000000000004,True
155462,155462,2018-11-08 20:20,16.78,83.24,14.98,15.13,85.65,0.0,3,2018-11-08 20:00:00,1.8000000000000007,True
155463,155463,2018-11-08 20:30,16.75,83.73,15.02,15.07,85.93,0.0,3,2018-11-08 20:00:00,1.7300000000000004,True
155464,155464,2018-11-08 20:40,16.72,84.0,14.98,14.88,86.97,1.0,3,2018-11-08 20:00:00,1.7399999999999984,True
155465,155465,2018-11-08 20:50,16.68,84.43,14.98,14.73,87.94,1.0,3,2018-11-08 20:00:00,1.6999999999999993,True
155466,155466,2018-11-08 21:00,16.68,83.06,15.21,14.7,88.0,0.0,3,2018-11-08 21:00:00,1.4699999999999989,True
155467,155467,2018-11-08 21:10,16.65,83.42,14.98,14.67,87.15,0.0,3,2018-11-08 21:00:00,1.6699999999999982,True
155468,155468,2018-11-08 21:20,16.59,82.84,15.1,14.73,85.78,0.0,3,2018-11-08 21:00:00,1.4900000000000002,True
155469,155469,2018-11-08 21:30,16.62,82.63,14.87,14.7,85.2,0.0,3,2018-11-08 21:00:00,1.7500000000000018,True
155470,155470,2018-11-08 21:40,16.56,84.0,15.21,14.43,84.98,0.0,3,2018-11-08 21:00:00,1.349999999999998,True
155471,155471,2018-11-08 21:50,16.47,83.33,15.14,14.21,86.6,0.0,3,2018-11-08 21:00:00,1.3299999999999983,True
155472,155472,2018-11-08 22:00,16.41,82.66,15.06,13.94,86.63,0.0,3,2018-11-08 22:00:00,1.3499999999999996,True
155473,155473,2018-11-08 22:10,16.38,82.72,14.98,13.97,87.0,0.0,3,2018-11-08 22:00:00,1.3999999999999986,True
155474,155474,2018-11-08 22:20,16.32,82.63,14.91,13.88,87.0,0.0,3,2018-11-08 22:00:00,1.41,True
155475,155475,2018-11-08 22:30,16.23,82.02,15.02,13.6,85.87,0.0,3,2018-11-08 22:00:00,1.2100000000000009,True
155476,155476,2018-11-08 22:40,16.14,81.59,15.02,13.51,85.32,0.0,3,2018-11-08 22:00:00,1.120000000000001,True
155477,155477,2018-11-08 22:50,16.2,81.23,14.95,13.54,85.32,0.0,3,2018-11-08 22:00:00,1.25,True
155478,155478,2018-11-08 23:00,16.11,80.8,15.02,13.36,83.82,0.0,3,2018-11-08 23:00:00,1.09,True
157719,157719,2018-11-24 13:50,9.88,75.76,7.43,9.91,72.16,0.0,3,2018-11-24 13:00:00,2.450000000000001,True
157720,157720,2018-11-24 14:00,10.03,75.7,7.5,10.15,71.67,0.0,3,2018-11-24 14:00:00,2.53,True
157721,157721,2018-11-24 14:10,10.09,75.7,7.54,9.76,72.41,0.0,3,2018-11-24 14:00:00,2.55,True
157722,157722,2018-11-24 14:20,10.24,76.01,7.47,9.82,72.62,0.0,3,2018-11-24 14:00:00,2.7700000000000005,True
157723,157723,2018-11-24 14:30,10.21,73.75,7.62,9.76,73.57,0.0,3,2018-11-24 14:00:00,2.5900000000000007,True
157724,157724,2018-11-24 14:40,10.37,74.66,7.58,9.6,74.05,0.0,3,2018-11-24 14:00:00,2.7899999999999987,True
157725,157725,2018-11-24 14:50,10.24,74.63,7.62,8.9,72.95,0.0,3,2018-11-24 14:00:00,2.62,True
158146,158146,2018-11-27 13:00,11.53,72.77,8.69,14.85,59.34,0.0,3,2018-11-27 13:00:00,2.84,True
158147,158147,2018-11-27 13:10,11.62,72.86,8.65,14.67,60.1,0.0,3,2018-11-27 13:00:00,2.969999999999999,True
158148,158148,2018-11-27 13:20,11.74,72.92,8.57,14.85,60.04,0.0,3,2018-11-27 13:00:00,3.17,True
158149,158149,2018-11-27 13:30,11.86,73.44,8.65,14.85,59.95,0.0,3,2018-11-27 13:00:00,3.2099999999999986,True
158150,158150,2018-11-27 13:40,11.92,73.69,8.61,14.79,60.44,0.0,3,2018-11-27 13:00:00,3.3100000000000005,True
158151,158151,2018-11-27 13:50,12.01,72.53,8.61,14.67,60.62,0.0,3,2018-11-27 13:00:00,3.4000000000000004,True
158152,158152,2018-11-27 14:00,12.2,72.68,8.88,14.76,60.68,0.0,3,2018-11-27 14:00:00,3.3199999999999985,True
158153,158153,2018-11-27 14:10,12.26,74.11,8.88,14.55,61.39,0.0,3,2018-11-27 14:00:00,3.379999999999999,True
158154,158154,2018-11-27 14:20,12.44,72.1,8.95,14.33,62.85,0.0,3,2018-11-27 14:00:00,3.49,True
158155,158155,2018-11-27 14:30,12.53,72.56,9.07,14.3,63.22,0.0,3,2018-11-27 14:00:00,3.4599999999999986,True
158156,158156,2018-11-27 14:40,12.63,72.25,8.88,14.24,63.89,0.0,3,2018-11-27 14:00:00,3.75,True
158157,158157,2018-11-27 14:50,12.72,71.43,9.07,14.09,63.71,0.0,3,2018-11-27 14:00:00,3.65,True
158158,158158,2018-11-27 15:00,12.81,71.61,9.15,13.85,65.02,0.0,3,2018-11-27 15:00:00,3.66,True
158159,158159,2018-11-27 15:10,12.84,73.14,9.18,13.57,66.06,0.0,3,2018-11-27 15:00:00,3.66,True
158160,158160,2018-11-27 15:20,12.81,74.11,9.15,13.45,67.06,1.0,3,2018-11-27 15:00:00,3.66,True
158161,158161,2018-11-27 15:30,12.84,74.3,9.07,13.42,68.77,1.0,3,2018-11-27 15:00:00,3.77,True
158162,158162,2018-11-27 15:40,12.81,75.0,9.03,13.11,72.65,1.0,3,2018-11-27 15:00:00,3.780000000000001,True
158163,158163,2018-11-27 15:50,12.87,75.55,9.03,12.9,74.33,1.0,3,2018-11-27 15:00:00,3.84,True
158164,158164,2018-11-27 16:00,12.9,76.19,9.07,12.93,74.85,1.0,3,2018-11-27 16:00:00,3.83,True
158165,158165,2018-11-27 16:10,12.93,76.83,9.11,12.75,75.06,1.0,3,2018-11-27 16:00:00,3.82,True
158166,158166,2018-11-27 16:20,12.84,77.93,9.03,12.69,75.85,1.0,3,2018-11-27 16:00:00,3.810000000000001,True
158167,158167,2018-11-27 16:30,12.87,78.11,9.11,12.47,76.13,1.0,3,2018-11-27 16:00:00,3.76,True
158168,158168,2018-11-27 16:40,12.78,78.36,9.11,12.41,76.4,1.0,3,2018-11-27 16:00:00,3.67,True
158169,158169,2018-11-27 16:50,12.78,78.54,9.07,12.29,76.5,1.0,3,2018-11-27 16:00:00,3.7099999999999986,True
158170,158170,2018-11-27 17:00,12.72,78.42,9.15,12.23,77.38,1.0,3,2018-11-27 17:00:00,3.5700000000000003,True
158171,158171,2018-11-27 17:10,12.75,78.94,9.15,12.14,77.47,1.0,3,2018-11-27 17:00:00,3.6,True
158172,158172,2018-11-27 17:20,12.69,78.42,9.15,12.01,76.47,1.0,3,2018-11-27 17:00:00,3.5399999999999987,True
158173,158173,2018-11-27 17:30,12.66,78.21,9.11,11.92,74.48,1.0,3,2018-11-27 17:00:00,3.5500000000000007,True
158174,158174,2018-11-27 17:40,12.59,77.2,9.11,11.89,72.89,1.0,3,2018-11-27 17:00:00,3.4800000000000004,True
158175,158175,2018-11-27 17:50,12.56,76.59,9.15,11.98,72.47,1.0,3,2018-11-27 17:00:00,3.41,True
158176,158176,2018-11-27 18:00,12.56,76.22,9.15,11.89,72.07,1.0,3,2018-11-27 18:00:00,3.41,True
158177,158177,2018-11-27 18:10,12.47,72.41,9.18,11.86,60.13,0.0,3,2018-11-27 18:00:00,3.2900000000000014,True
158954,158954,2018-12-03 5:00,11.71,73.9,8.53,10.15,78.69,0.0,3,2018-12-03 05:00:00,3.180000000000001,True
158955,158955,2018-12-03 5:10,11.62,75.46,8.53,10.06,81.14,0.0,3,2018-12-03 05:00:00,3.09,True
158956,158956,2018-12-03 5:20,11.59,76.89,8.61,9.97,83.42,1.0,3,2018-12-03 05:00:00,2.9800000000000004,True
158957,158957,2018-12-03 5:30,11.5,78.36,8.53,9.79,84.31,1.0,3,2018-12-03 05:00:00,2.9700000000000006,True
158958,158958,2018-12-03 5:40,11.47,79.33,8.61,9.85,84.92,1.0,3,2018-12-03 05:00:00,2.860000000000001,True
158959,158959,2018-12-03 5:50,11.43,79.79,8.65,9.88,85.32,1.0,3,2018-12-03 05:00:00,2.78,True
158960,158960,2018-12-03 6:00,11.4,79.61,8.61,9.85,85.56,1.0,3,2018-12-03 06:00:00,2.7900000000000014,True
158961,158961,2018-12-03 6:10,11.43,79.7,8.61,9.82,85.53,1.0,3,2018-12-03 06:00:00,2.8200000000000003,True
158962,158962,2018-12-03 6:20,11.4,79.58,8.53,9.82,85.62,1.0,3,2018-12-03 06:00:00,2.870000000000001,True
158963,158963,2018-12-03 6:30,11.37,80.16,8.57,9.82,85.96,1.0,3,2018-12-03 06:00:00,2.799999999999999,True
158964,158964,2018-12-03 6:40,11.43,80.8,8.61,9.91,86.72,1.0,3,2018-12-03 06:00:00,2.8200000000000003,True
158965,158965,2018-12-03 6:50,11.37,81.59,8.69,9.76,87.0,1.0,3,2018-12-03 06:00:00,2.68,True
158966,158966,2018-12-03 7:00,11.31,82.02,8.57,9.79,87.7,1.0,3,2018-12-03 07:00:00,2.74,True
158967,158967,2018-12-03 7:10,11.34,82.45,8.73,9.85,88.31,1.0,3,2018-12-03 07:00:00,2.6099999999999994,True
158968,158968,2018-12-03 7:20,11.34,83.27,8.65,9.82,88.64,1.0,3,2018-12-03 07:00:00,2.6899999999999995,True
158969,158969,2018-12-03 7:30,11.34,82.66,8.61,9.82,88.98,1.0,3,2018-12-03 07:00:00,2.7300000000000004,True
158970,158970,2018-12-03 7:40,11.4,83.49,8.69,10.0,89.35,1.0,3,2018-12-03 07:00:00,2.7100000000000013,True
158971,158971,2018-12-03 7:50,11.47,84.04,8.65,10.15,89.9,1.0,3,2018-12-03 07:00:00,2.8200000000000003,True
